stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,Latitude,Longitude,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type
place-DB-0095,,Readville,,,,42.238405,-71.133246,CR-zone-2,"1800 Hyde Park Ave, Hyde Park, MA 02136",https://www.mbta.com/stops/place-DB-0095,,1,,1,Boston,,,
place-DB-2205,,Fairmount,,,,42.253638,-71.11927,CR-zone-1A,"Fairmount Ave and Truman Hwy, Hyde Park, MA 02136",https://www.mbta.com/stops/place-DB-2205,,1,,1,Boston,,,
place-DB-2230,,Morton Street,,,,42.280994,-71.085475,CR-zone-1A,"865 Morton St, Mattapan, MA 02126",https://www.mbta.com/stops/place-DB-2230,,1,,1,Boston,,,
place-DB-2240,,Talbot Avenue,,,,42.292246,-71.07814,CR-zone-1A,"210 Talbot Ave, Boston, MA 02124",https://www.mbta.com/stops/place-DB-2240,,1,,1,Boston,,,
place-DB-2249,,Four Corners/Geneva,,,,42.305037,-71.076833,CR-zone-1A,"171 Geneva Ave, Boston, MA 02121",https://www.mbta.com/stops/place-DB-2249,,1,,1,Boston,,,
place-DB-2258,,Uphams Corner,,,,42.319125,-71.068627,CR-zone-1A,"691 Dudley St, Dorchester, MA 02125",https://www.mbta.com/stops/place-DB-2258,,1,,1,Boston,,,
place-DB-2265,,Newmarket,,,,42.327415,-71.065674,CR-zone-1A,"1070 Massachusetts Ave, Boston, MA 02118",https://www.mbta.com/stops/place-DB-2265,,1,,1,Boston,,,
place-ER-0099,,River Works,GE Employees Only,,,42.449927,-70.969848,CR-zone-2,"1000 Western Ave, Lynn, MA 01910 (General Electric employees only)",https://www.mbta.com/stops/place-ER-0099,,1,,2,Lynn,,,
place-ER-0115,,Lynn,,,,42.462953,-70.945421,CR-zone-2,"325 Broad St, Lynn, MA 01901",https://www.mbta.com/stops/place-ER-0115,,1,,1,Lynn,,,
place-ER-0128,,Swampscott,,,,42.473743,-70.922537,CR-zone-3,"Burrill St and Railroad Ave, Swampscott, MA 01907",https://www.mbta.com/stops/place-ER-0128,,1,,1,Swampscott,,,
place-ER-0168,,Salem,,,,42.524792,-70.895876,CR-zone-3,"252 Bridge St, Salem, MA 01970",https://www.mbta.com/stops/place-ER-0168,,1,,1,Salem,,,
place-ER-0183,,Beverly,,,,42.547276,-70.885432,CR-zone-4,"10 Park St, Beverly, MA 01915",https://www.mbta.com/stops/place-ER-0183,,1,,1,Beverly,,,
place-ER-0208,,North Beverly,,,,42.583779,-70.883851,CR-zone-5,"Enon St and Dodge St, Beverly, MA 01915",https://www.mbta.com/stops/place-ER-0208,,1,,1,Beverly,,,
place-ER-0227,,Hamilton/Wenham,,,,42.609212,-70.874801,CR-zone-5,"Bay Rd and Walnut Rd, Hamilton, MA 01982",https://www.mbta.com/stops/place-ER-0227,,1,,1,Hamilton,,,
place-ER-0276,,Ipswich,,,,42.676921,-70.840589,CR-zone-6,"4 Peatfield St, Ipswich, MA 01938",https://www.mbta.com/stops/place-ER-0276,,1,,1,Ipswich,,,
place-ER-0312,,Rowley,,,,42.726845,-70.859034,CR-zone-7,"70 Railroad Ave, Rowley, MA 01969",https://www.mbta.com/stops/place-ER-0312,,1,,1,Rowley,,,
place-ER-0362,,Newburyport,,,,42.797837,-70.87797,CR-zone-8,"25 Boston Way, Newburyport, MA 01950",https://www.mbta.com/stops/place-ER-0362,,1,,1,Newburyport,,,
place-FB-0109,,Endicott,,,,42.233249,-71.158647,CR-zone-2,"186 Grant Ave, Dedham, MA 02026",https://www.mbta.com/stops/place-FB-0109,,1,,2,Dedham,,,
place-FB-0118,,Dedham Corporate Center,,,,42.227079,-71.174254,CR-zone-2,"125 Allied Dr, Dedham, MA 02026",https://www.mbta.com/stops/place-FB-0118,,1,,1,Dedham,,,
place-FB-0125,,Islington,,,,42.22105,-71.183961,CR-zone-3,"48 Carroll Ave, Westwood, MA 02090",https://www.mbta.com/stops/place-FB-0125,,1,,2,Westwood,,,
place-FB-0143,,Norwood Depot,,,,42.196857,-71.196688,CR-zone-3,"14 Hill St, Norwood, MA 02062",https://www.mbta.com/stops/place-FB-0143,,1,,1,Norwood,,,
place-FB-0148,,Norwood Central,,,,42.188775,-71.199665,CR-zone-3,"164 Broadway, Norwood, MA 02062",https://www.mbta.com/stops/place-FB-0148,,1,,1,Norwood,,,
place-FB-0166,,Windsor Gardens,,,,42.172127,-71.219366,CR-zone-4,"Buckminster Dr and Engamore Ln, Norwood, MA 02062",https://www.mbta.com/stops/place-FB-0166,,1,,2,Norwood,,,
place-FB-0177,,Plimptonville,,,,42.159123,-71.236125,CR-zone-4,"185 Plimpton St, Walpole, MA 02081",https://www.mbta.com/stops/place-FB-0177,,1,,2,Walpole,,,
place-FB-0191,,Walpole,,,,42.145477,-71.25779,CR-zone-4,"275 West St, Walpole, MA 02081",https://www.mbta.com/stops/place-FB-0191,,1,,2,Walpole,,,
place-FB-0230,,Norfolk,,,,42.120694,-71.325217,CR-zone-5,"9 Rockwood Rd, Norfolk, MA 02056",https://www.mbta.com/stops/place-FB-0230,,1,,1,Norfolk,,,
place-FB-0275,,Franklin,,,,42.083238,-71.396102,CR-zone-6,"75 Depot St, Franklin, MA 02038",https://www.mbta.com/stops/place-FB-0275,,1,,2,Franklin,,,
place-FB-0303,,Forge Park/495,,,,42.089941,-71.43902,CR-zone-6,"1000 W Central St, Franklin, MA 02038",https://www.mbta.com/stops/place-FB-0303,,1,,1,Franklin,,,
place-FR-0064,,Belmont,,,,42.395896,-71.17619,CR-zone-1,"Common St and Concord Ave, Belmont, MA 02478",https://www.mbta.com/stops/place-FR-0064,,1,,2,Belmont,,,
place-FR-0074,,Waverley,,,,42.3876,-71.190744,CR-zone-1,"525 Trapelo Rd, Belmont, MA 02478",https://www.mbta.com/stops/place-FR-0074,,1,,2,Belmont,,,
place-FR-0098,,Waltham,,,,42.374296,-71.235615,CR-zone-2,"75 Carter St, Waltham, MA 02453",https://www.mbta.com/stops/place-FR-0098,,1,,1,Waltham,,,
place-FR-0115,,Brandeis/Roberts,,,,42.361898,-71.260065,CR-zone-2,"1 Sawyer Rd, Waltham, MA 02453",https://www.mbta.com/stops/place-FR-0115,,1,,1,Waltham,,,
place-FR-0132,,Kendal Green,,,,42.37897,-71.282411,CR-zone-3,"198 Church St, Weston, MA",https://www.mbta.com/stops/place-FR-0132,,1,,2,Weston,,,
place-FR-0137,,Hastings,,,,42.385755,-71.289203,CR-zone-3,"105 Viles St, Weston, MA 02493",https://www.mbta.com/stops/place-FR-0137,,1,,2,Weston,,,
place-FR-0147,,Silver Hill,,,,42.395625,-71.302357,CR-zone-3,"Silver Hill Rd and Merriam St, Weston, MA 02493",https://www.mbta.com/stops/place-FR-0147,,1,,2,Weston,,,
place-FR-0167,,Lincoln,,,,42.413641,-71.325512,CR-zone-4,"160 Lincoln Rd, Lincoln, MA 01773",https://www.mbta.com/stops/place-FR-0167,,1,,2,Lincoln,,,
place-FR-0201,,Concord,,,,42.456565,-71.357677,CR-zone-5,"90 Thoreau St, Concord, MA 01742",https://www.mbta.com/stops/place-FR-0201,,1,,2,Concord,,,
place-FR-0219,,West Concord,,,,42.457043,-71.392892,CR-zone-5,"Commonwealth Ave and Main St, West Concord, MA 01742",https://www.mbta.com/stops/place-FR-0219,,1,,1,Concord,,,
place-FR-0253,,South Acton,,,,42.460375,-71.457744,CR-zone-6,"4 Central St, Acton, MA 01720",https://www.mbta.com/stops/place-FR-0253,,1,,1,Acton,,,
place-FR-0301,,Littleton/Route 495,,,,42.519236,-71.502643,CR-zone-7,"Grimes Ln and Foster St, Littleton, MA 01460",https://www.mbta.com/stops/place-FR-0301,,1,,1,Littleton,,,
place-FR-0361,,Ayer,,,,42.559074,-71.588476,CR-zone-8,"70 Main St, Ayer, MA 01432",https://www.mbta.com/stops/place-FR-0361,,1,,2,Ayer,,,
place-FR-0394,,Shirley,,,,42.545089,-71.648004,CR-zone-8,"Ayer Rd and Phoenix St, Shirley, MA 01464",https://www.mbta.com/stops/place-FR-0394,,1,,2,Shirley,,,
place-FR-0451,,North Leominster,,,,42.539017,-71.739186,CR-zone-8,"44 Nashua St, Leominster, MA 01453",https://www.mbta.com/stops/place-FR-0451,,1,,1,Leominster,,,
place-FR-0494,,Fitchburg,,,,42.58072,-71.792611,CR-zone-8,"150 Main St, Fitchburg, MA 01420",https://www.mbta.com/stops/place-FR-0494,,1,,1,Fitchburg,,,
place-FR-3338,,Wachusett,,,,42.553477,-71.848488,CR-zone-8,"55 Authority Dr, Fitchburg, MA 01420",https://www.mbta.com/stops/place-FR-3338,,1,,1,Fitchburg,,,
place-GB-0198,,Montserrat,,,,42.562171,-70.869254,CR-zone-4,"180 Essex St, Beverly, MA 01915",https://www.mbta.com/stops/place-GB-0198,,1,,1,Beverly,,,
place-GB-0222,,Prides Crossing,,,,42.559446,-70.825541,CR-zone-5,"600 Hale St, Beverly, MA 01915",https://www.mbta.com/stops/place-GB-0222,,1,,2,Beverly,,,
place-GB-0229,,Beverly Farms,,,,42.561651,-70.811405,CR-zone-5,"1 Oak St, Beverly, MA 01915",https://www.mbta.com/stops/place-GB-0229,,1,,1,Beverly,,,
place-GB-0254,,Manchester,,,,42.573687,-70.77009,CR-zone-6,"40 Beach St, Manchester, MA 01944",https://www.mbta.com/stops/place-GB-0254,,1,,1,Manchester-by-the-Sea,,,
place-GB-0296,,West Gloucester,,,,42.611933,-70.705417,CR-zone-7,"290 Essex Ave, Gloucester, MA 01930",https://www.mbta.com/stops/place-GB-0296,,1,,1,Gloucester,,,
place-GB-0316,,Gloucester,,,,42.616799,-70.668345,CR-zone-7,"75 Railroad Ave, Gloucester, MA 01930",https://www.mbta.com/stops/place-GB-0316,,1,,1,Gloucester,,,
place-GB-0353,,Rockport,,,,42.655491,-70.627055,CR-zone-8,"17 Railroad Ave, Rockport, MA 01966",https://www.mbta.com/stops/place-GB-0353,,1,,1,Rockport,,,
place-GRB-0118,,Weymouth Landing/East Braintree,,,,42.221503,-70.968152,CR-zone-2,"121 Commercial St, Weymouth, MA 02184",https://www.mbta.com/stops/place-GRB-0118,,1,,1,Weymouth,,,
place-GRB-0146,,East Weymouth,,,,42.2191,-70.9214,CR-zone-2,"1590 Commercial St, East Weymouth, MA 02189",https://www.mbta.com/stops/place-GRB-0146,,1,,1,Weymouth,,,
place-GRB-0162,,West Hingham,,,,42.235838,-70.902708,CR-zone-3,"20 Fort Hill Rd, Hingham, MA 02043",https://www.mbta.com/stops/place-GRB-0162,,1,,1,Hingham,,,
place-GRB-0183,,Nantasket Junction,,,,42.244959,-70.869205,CR-zone-4,"190 Summer St, Hingham, MA 02043",https://www.mbta.com/stops/place-GRB-0183,,1,,1,Hingham,,,
place-GRB-0199,,Cohasset,,,,42.24421,-70.837529,CR-zone-4,"110 Chief Justice Cushing Hwy, Cohasset, MA 02025",https://www.mbta.com/stops/place-GRB-0199,,1,,1,Cohasset,,,
place-GRB-0233,,North Scituate,,,,42.219528,-70.788602,CR-zone-5,"777 Country Way, Scituate, MA 02066",https://www.mbta.com/stops/place-GRB-0233,,1,,1,Scituate,,,
place-GRB-0276,,Greenbush,,,,42.178776,-70.746641,CR-zone-6,"247 Old Driftway, Scituate, MA 02066",https://www.mbta.com/stops/place-GRB-0276,,1,,1,Scituate,,,
place-KB-0351,,Kingston,,,,41.97762,-70.721709,CR-zone-8,"134 Marion Dr, Kingston, MA 02364",https://www.mbta.com/stops/place-KB-0351,,1,,1,Kingston,,,
place-MM-0150,,Holbrook/Randolph,,,,42.156343,-71.027371,CR-zone-3,"Union St and Center St, Randolph, MA 02368",https://www.mbta.com/stops/place-MM-0150,,1,,1,Randolph,,,
place-MM-0186,,Montello,,,,42.106555,-71.022001,CR-zone-4,"150 Spark St, Brockton, MA 02302",https://www.mbta.com/stops/place-MM-0186,,1,,1,Brockton,,,
place-MM-0200,,Brockton,,,,42.084659,-71.016534,CR-zone-4,"7 Commercial St, Brockton, MA 02302",https://www.mbta.com/stops/place-MM-0200,,1,,1,Brockton,,,
place-MM-0219,,Campello,,,,42.060951,-71.011004,CR-zone-5,"30 Riverside Ave, Brockton, MA 02301",https://www.mbta.com/stops/place-MM-0219,,1,,1,Brockton,,,
place-MM-0277,,Bridgewater,,,,41.984916,-70.96537,CR-zone-6,"85 Burrill Ave, Bridgewater, MA 02324",https://www.mbta.com/stops/place-MM-0277,,1,,1,Bridgewater,,,
place-MM-0356,,Middleborough/Lakeville,,,,41.87821,-70.918444,CR-zone-8,"125 Commercial Dr, Lakeville, MA 02347",https://www.mbta.com/stops/place-MM-0356,,1,,1,Lakeville,,,
place-NB-0064,,Roslindale Village,,,,42.287442,-71.130283,CR-zone-1,"1 Belgrade Ave, Roslindale, MA 02131",https://www.mbta.com/stops/place-NB-0064,,1,,1,Boston,,,
place-NB-0072,,Bellevue,,,,42.286588,-71.145557,CR-zone-1,"35 Colbert St, West Roxbury, MA 02132",https://www.mbta.com/stops/place-NB-0072,,1,,1,Boston,,,
place-NB-0076,,Highland,,,,42.284969,-71.153937,CR-zone-1,"Corey St and Hastings St, West Roxbury, MA 02132",https://www.mbta.com/stops/place-NB-0076,,1,,1,Boston,,,
place-NB-0080,,West Roxbury,,,,42.281358,-71.160065,CR-zone-1,"450 Lagrange St, West Roxbury, MA 02132",https://www.mbta.com/stops/place-NB-0080,,1,,1,Boston,,,
place-NB-0109,,Hersey,,,,42.275648,-71.215528,CR-zone-2,"Great Plain Ave and Broad Meadow Rd, Needham, MA 02492",https://www.mbta.com/stops/place-NB-0109,,1,,1,Needham,,,
place-NB-0120,,Needham Junction,,,,42.273187,-71.235559,CR-zone-2,"51 Junction St, Needham, MA 02492",https://www.mbta.com/stops/place-NB-0120,,1,,1,Needham,,,
place-NB-0127,,Needham Center,,,,42.280775,-71.237686,CR-zone-2,"Great Plain Ave and Eaton Sq, Needham, MA 02492",https://www.mbta.com/stops/place-NB-0127,,1,,1,Needham,,,
place-NB-0137,,Needham Heights,,,,42.293444,-71.236027,CR-zone-2,"95 Avery Sq, Needham, MA 02494",https://www.mbta.com/stops/place-NB-0137,,1,,1,Needham,,,
place-NEC-1659,,Wickford Junction,,,,41.581289,-71.491147,CR-zone-10,"1011 Ten Rod Rd, North Kingstown, RI",https://www.mbta.com/stops/place-NEC-1659,,1,,1,North Kingstown,,,
place-NEC-1768,,TF Green Airport,,,,41.726599,-71.442453,CR-zone-9,"700 Jefferson Blvd, Warwick, RI 02886",https://www.mbta.com/stops/place-NEC-1768,,1,,1,Warwick,,,
place-NEC-1851,,Providence,,,,41.829293,-71.413301,CR-zone-8,"100 Gaspee St, Providence, RI 02903",https://www.mbta.com/stops/place-NEC-1851,,1,,1,Providence,,,
place-NEC-1919,,South Attleboro,,,,41.897943,-71.354621,CR-zone-7,"1315 Newport Ave, Attleboro, MA 02703",https://www.mbta.com/stops/place-NEC-1919,,1,,1,Attleboro,,,
place-NEC-1969,,Attleboro,,,,41.940739,-71.285094,CR-zone-7,"133 South Main St, Attleboro, MA 02703",https://www.mbta.com/stops/place-NEC-1969,,1,,1,Attleboro,,,
place-NEC-2040,,Mansfield,,,,42.032787,-71.219917,CR-zone-6,"1 Crocker St, Mansfield, MA 02048",https://www.mbta.com/stops/place-NEC-2040,,1,,1,Mansfield,,,
place-NEC-2108,,Sharon,,,,42.124553,-71.184468,CR-zone-4,"1 Upland Rd, Sharon, MA 02067",https://www.mbta.com/stops/place-NEC-2108,,1,,1,Sharon,,,
place-NEC-2139,,Canton Junction,,,,42.163204,-71.15376,CR-zone-3,"Beaumont St and Sherman St, Canton, MA 02021",https://www.mbta.com/stops/place-NEC-2139,,1,,1,Canton,,,
place-NEC-2173,,Route 128,,,,42.210308,-71.147134,CR-zone-2,"50 University Ave, Westwood, MA 02090",https://www.mbta.com/stops/place-NEC-2173,,1,,1,Westwood,,,
place-NEC-2203,,Hyde Park,,,,42.25503,-71.125526,CR-zone-1,"1 Pingree St, Hyde Park, MA 02136",https://www.mbta.com/stops/place-NEC-2203,,1,,1,Boston,,,
place-NHRML-0055,,West Medford,,,,42.421776,-71.133342,CR-zone-1A,"481 High St, Medford, MA 02155",https://www.mbta.com/stops/place-NHRML-0055,,1,,2,Medford,,,
place-NHRML-0073,,Wedgemere,,,,42.444948,-71.140169,CR-zone-1,"25 Mystic Valley Pkwy, Winchester, MA 01890",https://www.mbta.com/stops/place-NHRML-0073,,1,,1,Winchester,,,
place-NHRML-0078,,Winchester Center,,,,42.451088,-71.13783,CR-zone-1,"29 Waterfield Rd, Winchester, MA 01890",https://www.mbta.com/stops/place-NHRML-0078,,1,,2,Winchester,,,
place-NHRML-0116,,Mishawum,,,,42.504402,-71.137618,CR-zone-2,"250 Mishawum Rd, Woburn, MA 01801",https://www.mbta.com/stops/place-NHRML-0116,,1,,2,Woburn,,,
place-NHRML-0127,,Anderson/Woburn,,,,42.516987,-71.144475,CR-zone-2,"100 Atlantic Ave, Woburn, MA 01801",https://www.mbta.com/stops/place-NHRML-0127,,1,,1,Woburn,,,
place-NHRML-0152,,Wilmington,,,,42.546624,-71.174334,CR-zone-3,"405 Main St, Wilmington, MA 01887",https://www.mbta.com/stops/place-NHRML-0152,,1,,1,Wilmington,,,
place-NHRML-0218,,North Billerica,,,,42.593248,-71.280995,CR-zone-5,"Ruggles St and Station St, North Billerica, MA 01862",https://www.mbta.com/stops/place-NHRML-0218,,1,,1,Billerica,,,
place-NHRML-0254,,Lowell,,,,42.63535,-71.314543,CR-zone-6,"101 Thorndike St, Lowell, MA 01852",https://www.mbta.com/stops/place-NHRML-0254,,1,,1,Lowell,,,
place-PB-0158,,South Weymouth,,,,42.155025,-70.953302,CR-zone-3,"89 Trotter Rd, Weymouth, MA 02190",https://www.mbta.com/stops/place-PB-0158,,1,,1,Weymouth,,,
place-PB-0194,,Abington,,,,42.107156,-70.934405,CR-zone-4,"231 Centre Ave, Abington, MA 02351",https://www.mbta.com/stops/place-PB-0194,,1,,1,Abington,,,
place-PB-0212,,Whitman,,,,42.082749,-70.923411,CR-zone-5,"383 South Ave, Whitman, MA 02382",https://www.mbta.com/stops/place-PB-0212,,1,,1,Whitman,,,
place-PB-0245,,Hanson,,,,42.043967,-70.882438,CR-zone-6,"1070 Main St, Hanson, MA 02341",https://www.mbta.com/stops/place-PB-0245,,1,,1,Hanson,,,
place-PB-0281,,Halifax,,,,42.014739,-70.824263,CR-zone-7,"6 Garden Rd, Halifax, MA 02338",https://www.mbta.com/stops/place-PB-0281,,1,,1,Halifax,,,
place-PB-0356,,Plymouth,,,,41.981278,-70.690421,CR-zone-8,"385 Court St, Plymouth, MA 02360",https://www.mbta.com/stops/place-PB-0356,,1,,1,Plymouth,,,
place-SB-0156,,Canton Center,,,,42.157095,-71.14628,CR-zone-3,"710 Washington St, Canton, MA 02021",https://www.mbta.com/stops/place-SB-0156,,1,,1,Canton,,,
place-SB-0189,,Stoughton,,,,42.124084,-71.103627,CR-zone-4,"45 Wyman St, Stoughton, MA 02072",https://www.mbta.com/stops/place-SB-0189,,1,,1,Stoughton,,,
place-WML-0025,,Lansdowne,,,,42.347581,-71.099974,CR-zone-1A,"25 David Ortiz Dr, Boston, MA 02215",https://www.mbta.com/stops/place-WML-0025,,1,,1,Boston,,,
place-WML-0035,,Boston Landing,,,,42.357293,-71.139883,CR-zone-1A,"100 Arthur St, Boston, MA 02134",https://www.mbta.com/stops/place-WML-0035,,1,,1,Boston,,,
place-WML-0081,,Newtonville,,,,42.351702,-71.205408,CR-zone-1,"770 Washington St, Newton, MA 02460",https://www.mbta.com/stops/place-WML-0081,,1,,2,Newton,,,
place-WML-0091,,West Newton,,,,42.347878,-71.230528,CR-zone-2,"1395 Washington St, Newton, MA 02465",https://www.mbta.com/stops/place-WML-0091,,1,,2,Newton,,,
place-WML-0102,,Auburndale,,,,42.345833,-71.250373,CR-zone-2,"Auburn St and Woodland Rd, Newton, MA 02466",https://www.mbta.com/stops/place-WML-0102,,1,,2,Newton,,,
place-WML-0125,,Wellesley Farms,,,,42.323608,-71.272288,CR-zone-3,"90 Croton St, Wellesley, MA 02481",https://www.mbta.com/stops/place-WML-0125,,1,,2,Wellesley,,,
place-WML-0135,,Wellesley Hills,,,,42.31037,-71.277044,CR-zone-3,"341 Washington St, Wellesley, MA 02481",https://www.mbta.com/stops/place-WML-0135,,1,,2,Wellesley,,,
place-WML-0147,,Wellesley Square,,,,42.297526,-71.294173,CR-zone-3,"1 Grove St, Wellesley, MA 02482",https://www.mbta.com/stops/place-WML-0147,,1,,2,Wellesley,,,
place-WML-0177,,Natick Center,,,,42.285719,-71.347133,CR-zone-4,"1 Walnut St, Natick, MA 01760",https://www.mbta.com/stops/place-WML-0177,,1,,2,Natick,,,
place-WML-0199,,West Natick,,,,42.283064,-71.391797,CR-zone-4,"249 West Central St, Natick, MA 01760",https://www.mbta.com/stops/place-WML-0199,,1,,1,Natick,,,
place-WML-0214,,Framingham,,,,42.276108,-71.420055,CR-zone-5,"417 Waverly St, Framingham, MA 01702",https://www.mbta.com/stops/place-WML-0214,,1,,1,Framingham,,,
place-WML-0252,,Ashland,,,,42.26149,-71.482161,CR-zone-6,"Pleasant St and Cordaville Rd, Ashland, MA 01721",https://www.mbta.com/stops/place-WML-0252,,1,,1,Ashland,,,
place-WML-0274,,Southborough,,,,42.267024,-71.524371,CR-zone-6,"87 Southville Rd, Southborough, MA 01772",https://www.mbta.com/stops/place-WML-0274,,1,,1,Southborough,,,
place-WML-0340,,Westborough,,,,42.269644,-71.647076,CR-zone-7,"Smith Pkwy and Fisher St, Westborough, MA 01581",https://www.mbta.com/stops/place-WML-0340,,1,,1,Westborough,,,
place-WML-0364,,Grafton,,,,42.2466,-71.685325,CR-zone-8,"1 Pine St, North Grafton, MA 01536-1856",https://www.mbta.com/stops/place-WML-0364,,1,,1,Grafton,,,
place-WML-0442,,Worcester,,,,42.261835,-71.791806,CR-zone-8,"2 Washington Sq, Worcester, MA 01608",https://www.mbta.com/stops/place-WML-0442,,1,,1,Worcester,,,
place-WR-0062,,Wyoming Hill,,,,42.451731,-71.069379,CR-zone-1,"40 West Wyoming Ave, Melrose, MA 02176",https://www.mbta.com/stops/place-WR-0062,,1,,2,Melrose,,,
place-WR-0067,,Melrose/Cedar Park,,,,42.458768,-71.069789,CR-zone-1,"Cedar Park and West Emerson St, Melrose, MA 02176",https://www.mbta.com/stops/place-WR-0067,,1,,2,Melrose,,,
place-WR-0075,,Melrose Highlands,,,,42.469464,-71.068297,CR-zone-1,"497 Franklin St, Melrose, MA 02176",https://www.mbta.com/stops/place-WR-0075,,1,,1,Melrose,,,
place-WR-0085,,Greenwood,,,,42.483005,-71.067247,CR-zone-2,"907 Main St, Wakefield, MA 01880",https://www.mbta.com/stops/place-WR-0085,,1,,2,Wakefield,,,
place-WR-0099,,Wakefield,,,,42.502126,-71.075566,CR-zone-2,"225 North Ave, Wakefield, MA 01880",https://www.mbta.com/stops/place-WR-0099,,1,,2,Wakefield,,,
place-WR-0120,,Reading,,,,42.52221,-71.108294,CR-zone-2,"35 Lincoln St, Reading, MA 01867",https://www.mbta.com/stops/place-WR-0120,,1,,1,Reading,,,
